Curs;Estudis;Codi àrea territorial;Àrea territorial;Naturalesa;Titularitat;Matrícula concertada (S/N);Sexe;NESE agrupació;NESE descripció;Alumnes matriculats
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0143;TARRAGONA;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;;DONA;NECESSITATS EDUCATIVES ESPECIALS;DISCAPACITAT AUDITIVA SEVERA;2
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0143;TARRAGONA;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;;DONA;NECESSITATS EDUCATIVES ESPECIALS;DISCAPACITAT INTEL·LECTUAL LLEUGERA;183
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0143;TARRAGONA;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;;DONA;NECESSITATS EDUCATIVES ESPECIALS;DISCAPACITAT INTEL·LECTUAL MODERADA;42
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0143;TARRAGONA;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;;DONA;NECESSITATS EDUCATIVES ESPECIALS;DISCAPACITAT INTEL·LECTUAL SEVERA;2
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0143;TARRAGONA;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;;DONA;NECESSITATS EDUCATIVES ESPECIALS;DISCAPACITAT MOTRIU AUTÒNOM;10
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0143;TARRAGONA;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;;DONA;NECESSITATS EDUCATIVES ESPECIALS;DISCAPACITAT MOTRIU DEPENENT;2
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0143;TARRAGONA;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;;DONA;NECESSITATS EDUCATIVES ESPECIALS;DISCAPACITAT MOTRIU SEMIAUTÒNOM;1
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0143;TARRAGONA;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;;DONA;NECESSITATS EDUCATIVES ESPECIALS;DISCAPACITAT VISUAL;3
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0143;TARRAGONA;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;;DONA;NECESSITATS EDUCATIVES ESPECIALS;PLURIDISCAPACITAT;7
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0143;TARRAGONA;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;;DONA;NECESSITATS EDUCATIVES ESPECIALS;RETARD DEL DESENVOLUPAMENT SENSE ETIOLOGIA CLARA;1
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0143;TARRAGONA;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;;DONA;NECESSITATS EDUCATIVES ESPECIALS;TRANSTORN GREU DE LA CONDUCTA;24
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0143;TARRAGONA;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;;DONA;NECESSITATS EDUCATIVES ESPECIALS;TRASTORN MENTAL GREU;9
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0143;TARRAGONA;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;;DONA;NECESSITATS EDUCATIVES ESPECIALS;TRASTORNS DE L'ESPECTRE AUTISTA;41
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0143;TARRAGONA;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;;DONA;NECESSITATS EDUCATIVES ESPECIFIQUES;ALTES CAPACITATS;25
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0143;TARRAGONA;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;;DONA;NECESSITATS EDUCATIVES ESPECIFIQUES;ALUMNAT NOUVINGUT;444
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0143;TARRAGONA;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;;DONA;NECESSITATS EDUCATIVES ESPECIFIQUES;RETARD GREU DE L'APRENENTATGE;106
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0143;TARRAGONA;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;;DONA;NECESSITATS EDUCATIVES ESPECIFIQUES;SITUACIONS SOCIOECONÒMIQUES I/O SOCIOCULTURALS DESAFAVORIDES;403
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0143;TARRAGONA;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;;DONA;NECESSITATS EDUCATIVES ESPECIFIQUES;TRANSTORNS QUE CONDICIONEN L'APRENENTATGE;602
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0143;TARRAGONA;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;;HOME;NECESSITATS EDUCATIVES ESPECIALS;DISCAPACITAT AUDITIVA LLEUGERA;6
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0143;TARRAGONA;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;;HOME;NECESSITATS EDUCATIVES ESPECIALS;DISCAPACITAT AUDITIVA MITJANA;10
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0143;TARRAGONA;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;;HOME;NECESSITATS EDUCATIVES ESPECIALS;DISCAPACITAT AUDITIVA PROFUNDA;6
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0143;TARRAGONA;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;;HOME;NECESSITATS EDUCATIVES ESPECIALS;DISCAPACITAT AUDITIVA SEVERA;4
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0143;TARRAGONA;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;;HOME;NECESSITATS EDUCATIVES ESPECIALS;DISCAPACITAT INTEL·LECTUAL LLEUGERA;273
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0143;TARRAGONA;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;;HOME;NECESSITATS EDUCATIVES ESPECIALS;DISCAPACITAT INTEL·LECTUAL MODERADA;39
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0143;TARRAGONA;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;;HOME;NECESSITATS EDUCATIVES ESPECIALS;DISCAPACITAT INTEL·LECTUAL SEVERA;2
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0143;TARRAGONA;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;;HOME;NECESSITATS EDUCATIVES ESPECIALS;DISCAPACITAT MOTRIU AUTÒNOM;6
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0143;TARRAGONA;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;;HOME;NECESSITATS EDUCATIVES ESPECIALS;DISCAPACITAT MOTRIU DEPENENT;1
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0143;TARRAGONA;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;;HOME;NECESSITATS EDUCATIVES ESPECIALS;DISCAPACITAT MOTRIU SEMIAUTÒNOM;4
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0143;TARRAGONA;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;;HOME;NECESSITATS EDUCATIVES ESPECIALS;DISCAPACITAT VISUAL;5
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0143;TARRAGONA;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;;HOME;NECESSITATS EDUCATIVES ESPECIALS;PLURIDISCAPACITAT;10
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0143;TARRAGONA;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;;HOME;NECESSITATS EDUCATIVES ESPECIALS;RETARD DEL DESENVOLUPAMENT SENSE ETIOLOGIA CLARA;6
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0143;TARRAGONA;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;;HOME;NECESSITATS EDUCATIVES ESPECIALS;TRANSTORN GREU DE LA CONDUCTA;105
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0143;TARRAGONA;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;;HOME;NECESSITATS EDUCATIVES ESPECIALS;TRASTORN MENTAL GREU;20
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0143;TARRAGONA;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;;HOME;NECESSITATS EDUCATIVES ESPECIALS;TRASTORNS DE L'ESPECTRE AUTISTA;233
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0143;TARRAGONA;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;;HOME;NECESSITATS EDUCATIVES ESPECIFIQUES;ALTES CAPACITATS;73
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0143;TARRAGONA;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;;HOME;NECESSITATS EDUCATIVES ESPECIFIQUES;ALUMNAT NOUVINGUT;513
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0143;TARRAGONA;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;;HOME;NECESSITATS EDUCATIVES ESPECIFIQUES;RETARD GREU DE L'APRENENTATGE;134
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0143;TARRAGONA;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;;HOME;NECESSITATS EDUCATIVES ESPECIFIQUES;SITUACIONS SOCIOECONÒMIQUES I/O SOCIOCULTURALS DESAFAVORIDES;511
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0143;TARRAGONA;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;;HOME;NECESSITATS EDUCATIVES ESPECIFIQUES;TRANSTORNS QUE CONDICIONEN L'APRENENTATGE;1047
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0208;BARCELONA COMARQUES;PRIVAT;PRIVAT;SI;DONA;NECESSITATS EDUCATIVES ESPECIALS;DISCAPACITAT AUDITIVA LLEUGERA;2
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0208;BARCELONA COMARQUES;PRIVAT;PRIVAT;SI;DONA;NECESSITATS EDUCATIVES ESPECIALS;DISCAPACITAT AUDITIVA MITJANA;4
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0208;BARCELONA COMARQUES;PRIVAT;PRIVAT;SI;DONA;NECESSITATS EDUCATIVES ESPECIALS;DISCAPACITAT INTEL·LECTUAL LLEUGERA;34
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0208;BARCELONA COMARQUES;PRIVAT;PRIVAT;SI;DONA;NECESSITATS EDUCATIVES ESPECIALS;DISCAPACITAT INTEL·LECTUAL MODERADA;3
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0208;BARCELONA COMARQUES;PRIVAT;PRIVAT;SI;DONA;NECESSITATS EDUCATIVES ESPECIALS;DISCAPACITAT INTEL·LECTUAL SEVERA;1
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0208;BARCELONA COMARQUES;PRIVAT;PRIVAT;SI;DONA;NECESSITATS EDUCATIVES ESPECIALS;DISCAPACITAT MOTRIU AUTÒNOM;6
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0208;BARCELONA COMARQUES;PRIVAT;PRIVAT;SI;DONA;NECESSITATS EDUCATIVES ESPECIALS;DISCAPACITAT MOTRIU DEPENENT;3
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0208;BARCELONA COMARQUES;PRIVAT;PRIVAT;SI;DONA;NECESSITATS EDUCATIVES ESPECIALS;DISCAPACITAT MOTRIU SEMIAUTÒNOM;4
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0208;BARCELONA COMARQUES;PRIVAT;PRIVAT;SI;DONA;NECESSITATS EDUCATIVES ESPECIALS;DISCAPACITAT VISUAL;7
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0208;BARCELONA COMARQUES;PRIVAT;PRIVAT;SI;DONA;NECESSITATS EDUCATIVES ESPECIALS;PLURIDISCAPACITAT;6
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0208;BARCELONA COMARQUES;PRIVAT;PRIVAT;SI;DONA;NECESSITATS EDUCATIVES ESPECIALS;RETARD DEL DESENVOLUPAMENT SENSE ETIOLOGIA CLARA;14
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0208;BARCELONA COMARQUES;PRIVAT;PRIVAT;SI;DONA;NECESSITATS EDUCATIVES ESPECIALS;TRANSTORN GREU DE LA CONDUCTA;7
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0208;BARCELONA COMARQUES;PRIVAT;PRIVAT;SI;DONA;NECESSITATS EDUCATIVES ESPECIALS;TRASTORN MENTAL GREU;2
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0208;BARCELONA COMARQUES;PRIVAT;PRIVAT;SI;DONA;NECESSITATS EDUCATIVES ESPECIALS;TRASTORNS DE L'ESPECTRE AUTISTA;28
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0208;BARCELONA COMARQUES;PRIVAT;PRIVAT;SI;DONA;NECESSITATS EDUCATIVES ESPECIFIQUES;ALTES CAPACITATS;23
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0208;BARCELONA COMARQUES;PRIVAT;PRIVAT;SI;DONA;NECESSITATS EDUCATIVES ESPECIFIQUES;ALUMNAT NOUVINGUT;157
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0208;BARCELONA COMARQUES;PRIVAT;PRIVAT;SI;DONA;NECESSITATS EDUCATIVES ESPECIFIQUES;RETARD GREU DE L'APRENENTATGE;12
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0208;BARCELONA COMARQUES;PRIVAT;PRIVAT;SI;DONA;NECESSITATS EDUCATIVES ESPECIFIQUES;SITUACIONS SOCIOECONÒMIQUES I/O SOCIOCULTURALS DESAFAVORIDES;453
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0208;BARCELONA COMARQUES;PRIVAT;PRIVAT;SI;DONA;NECESSITATS EDUCATIVES ESPECIFIQUES;TRANSTORNS QUE CONDICIONEN L'APRENENTATGE;357
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0208;BARCELONA COMARQUES;PRIVAT;PRIVAT;SI;HOME;NECESSITATS EDUCATIVES ESPECIALS;DISCAPACITAT AUDITIVA LLEUGERA;1
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0208;BARCELONA COMARQUES;PRIVAT;PRIVAT;SI;HOME;NECESSITATS EDUCATIVES ESPECIALS;DISCAPACITAT AUDITIVA MITJANA;3
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0208;BARCELONA COMARQUES;PRIVAT;PRIVAT;SI;HOME;NECESSITATS EDUCATIVES ESPECIALS;DISCAPACITAT AUDITIVA PROFUNDA;1
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0208;BARCELONA COMARQUES;PRIVAT;PRIVAT;SI;HOME;NECESSITATS EDUCATIVES ESPECIALS;DISCAPACITAT AUDITIVA SEVERA;4
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0208;BARCELONA COMARQUES;PRIVAT;PRIVAT;SI;HOME;NECESSITATS EDUCATIVES ESPECIALS;DISCAPACITAT INTEL·LECTUAL LLEUGERA;35
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0208;BARCELONA COMARQUES;PRIVAT;PRIVAT;SI;HOME;NECESSITATS EDUCATIVES ESPECIALS;DISCAPACITAT INTEL·LECTUAL MODERADA;14
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0208;BARCELONA COMARQUES;PRIVAT;PRIVAT;SI;HOME;NECESSITATS EDUCATIVES ESPECIALS;DISCAPACITAT INTEL·LECTUAL PROFUNDA;1
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0208;BARCELONA COMARQUES;PRIVAT;PRIVAT;SI;HOME;NECESSITATS EDUCATIVES ESPECIALS;DISCAPACITAT INTEL·LECTUAL SEVERA;2
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0208;BARCELONA COMARQUES;PRIVAT;PRIVAT;SI;HOME;NECESSITATS EDUCATIVES ESPECIALS;DISCAPACITAT MOTRIU AUTÒNOM;8
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0208;BARCELONA COMARQUES;PRIVAT;PRIVAT;SI;HOME;NECESSITATS EDUCATIVES ESPECIALS;DISCAPACITAT MOTRIU DEPENENT;3
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0208;BARCELONA COMARQUES;PRIVAT;PRIVAT;SI;HOME;NECESSITATS EDUCATIVES ESPECIALS;DISCAPACITAT MOTRIU SEMIAUTÒNOM;2
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0208;BARCELONA COMARQUES;PRIVAT;PRIVAT;SI;HOME;NECESSITATS EDUCATIVES ESPECIALS;DISCAPACITAT VISUAL;5
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0208;BARCELONA COMARQUES;PRIVAT;PRIVAT;SI;HOME;NECESSITATS EDUCATIVES ESPECIALS;PLURIDISCAPACITAT;2
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0208;BARCELONA COMARQUES;PRIVAT;PRIVAT;SI;HOME;NECESSITATS EDUCATIVES ESPECIALS;RETARD DEL DESENVOLUPAMENT SENSE ETIOLOGIA CLARA;30
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0208;BARCELONA COMARQUES;PRIVAT;PRIVAT;SI;HOME;NECESSITATS EDUCATIVES ESPECIALS;TRANSTORN GREU DE LA CONDUCTA;33
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0208;BARCELONA COMARQUES;PRIVAT;PRIVAT;SI;HOME;NECESSITATS EDUCATIVES ESPECIALS;TRASTORN MENTAL GREU;2
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0208;BARCELONA COMARQUES;PRIVAT;PRIVAT;SI;HOME;NECESSITATS EDUCATIVES ESPECIALS;TRASTORNS DE L'ESPECTRE AUTISTA;115
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0208;BARCELONA COMARQUES;PRIVAT;PRIVAT;SI;HOME;NECESSITATS EDUCATIVES ESPECIFIQUES;ALTES CAPACITATS;28
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0208;BARCELONA COMARQUES;PRIVAT;PRIVAT;SI;HOME;NECESSITATS EDUCATIVES ESPECIFIQUES;ALUMNAT NOUVINGUT;179
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0208;BARCELONA COMARQUES;PRIVAT;PRIVAT;SI;HOME;NECESSITATS EDUCATIVES ESPECIFIQUES;RETARD GREU DE L'APRENENTATGE;16
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0208;BARCELONA COMARQUES;PRIVAT;PRIVAT;SI;HOME;NECESSITATS EDUCATIVES ESPECIFIQUES;SITUACIONS SOCIOECONÒMIQUES I/O SOCIOCULTURALS DESAFAVORIDES;477
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0208;BARCELONA COMARQUES;PRIVAT;PRIVAT;SI;HOME;NECESSITATS EDUCATIVES ESPECIFIQUES;TRANSTORNS QUE CONDICIONEN L'APRENENTATGE;501
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0208;BARCELONA COMARQUES;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;;DONA;NECESSITATS EDUCATIVES ESPECIALS;DISCAPACITAT AUDITIVA LLEUGERA;3
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0208;BARCELONA COMARQUES;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;;DONA;NECESSITATS EDUCATIVES ESPECIALS;DISCAPACITAT AUDITIVA MITJANA;6
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0208;BARCELONA COMARQUES;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;;DONA;NECESSITATS EDUCATIVES ESPECIALS;DISCAPACITAT AUDITIVA PROFUNDA;4
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0208;BARCELONA COMARQUES;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;;DONA;NECESSITATS EDUCATIVES ESPECIALS;DISCAPACITAT AUDITIVA SEVERA;6
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0208;BARCELONA COMARQUES;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;;DONA;NECESSITATS EDUCATIVES ESPECIALS;DISCAPACITAT INTEL·LECTUAL LLEUGERA;124
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0208;BARCELONA COMARQUES;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;;DONA;NECESSITATS EDUCATIVES ESPECIALS;DISCAPACITAT INTEL·LECTUAL MODERADA;29
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0208;BARCELONA COMARQUES;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;;DONA;NECESSITATS EDUCATIVES ESPECIALS;DISCAPACITAT INTEL·LECTUAL SEVERA;3
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0208;BARCELONA COMARQUES;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;;DONA;NECESSITATS EDUCATIVES ESPECIALS;DISCAPACITAT MOTRIU AUTÒNOM;11
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0208;BARCELONA COMARQUES;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;;DONA;NECESSITATS EDUCATIVES ESPECIALS;DISCAPACITAT MOTRIU DEPENENT;5
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0208;BARCELONA COMARQUES;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;;DONA;NECESSITATS EDUCATIVES ESPECIALS;DISCAPACITAT MOTRIU SEMIAUTÒNOM;5
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0208;BARCELONA COMARQUES;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;;DONA;NECESSITATS EDUCATIVES ESPECIALS;DISCAPACITAT VISUAL;6
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0208;BARCELONA COMARQUES;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;;DONA;NECESSITATS EDUCATIVES ESPECIALS;PLURIDISCAPACITAT;3
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0208;BARCELONA COMARQUES;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;;DONA;NECESSITATS EDUCATIVES ESPECIALS;RETARD DEL DESENVOLUPAMENT SENSE ETIOLOGIA CLARA;8
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0208;BARCELONA COMARQUES;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;;DONA;NECESSITATS EDUCATIVES ESPECIALS;TRANSTORN GREU DE LA CONDUCTA;23
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0208;BARCELONA COMARQUES;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;;DONA;NECESSITATS EDUCATIVES ESPECIALS;TRASTORN MENTAL GREU;1
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0208;BARCELONA COMARQUES;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;;DONA;NECESSITATS EDUCATIVES ESPECIALS;TRASTORNS DE L'ESPECTRE AUTISTA;52
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0208;BARCELONA COMARQUES;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;;DONA;NECESSITATS EDUCATIVES ESPECIFIQUES;ALTES CAPACITATS;12
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0208;BARCELONA COMARQUES;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;;DONA;NECESSITATS EDUCATIVES ESPECIFIQUES;ALUMNAT NOUVINGUT;634
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0208;BARCELONA COMARQUES;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;;DONA;NECESSITATS EDUCATIVES ESPECIFIQUES;RETARD GREU DE L'APRENENTATGE;109
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0208;BARCELONA COMARQUES;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;;DONA;NECESSITATS EDUCATIVES ESPECIFIQUES;SITUACIONS SOCIOECONÒMIQUES I/O SOCIOCULTURALS DESAFAVORIDES;800
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0208;BARCELONA COMARQUES;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;;DONA;NECESSITATS EDUCATIVES ESPECIFIQUES;TRANSTORNS QUE CONDICIONEN L'APRENENTATGE;481
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0208;BARCELONA COMARQUES;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;;HOME;NECESSITATS EDUCATIVES ESPECIALS;DISCAPACITAT AUDITIVA LLEUGERA;5
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0208;BARCELONA COMARQUES;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;;HOME;NECESSITATS EDUCATIVES ESPECIALS;DISCAPACITAT AUDITIVA MITJANA;13
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0208;BARCELONA COMARQUES;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;;HOME;NECESSITATS EDUCATIVES ESPECIALS;DISCAPACITAT AUDITIVA PROFUNDA;6
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0208;BARCELONA COMARQUES;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;;HOME;NECESSITATS EDUCATIVES ESPECIALS;DISCAPACITAT AUDITIVA SEVERA;8
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0208;BARCELONA COMARQUES;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;;HOME;NECESSITATS EDUCATIVES ESPECIALS;DISCAPACITAT INTEL·LECTUAL LLEUGERA;162
2021/2022;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA;0208;BARCELONA COMARQUES;PÚBLIC;DEPARTAMENT D'ENSENYAMENT;;HOME;NECESSITATS EDUCATIVES ESPECIALS;DISCAPACITAT INTEL·LECTUAL MODERADA;45
